burnout,horas_semana,velocidad_alta,plazos_ajustados,demanda_emocional,presentismo,autonomia,apoyo_jefe,apoyo_companeros,reconocimiento,conciliacion,bienestar_who5,tamanio_empresa,sector,nivel_educativo,genero,teletrabajo,tipo_contrato,ocupacion_isco,edad,burnout_bin
,23.0,4.0,4.0,3.0,2.0,,5.0,4.0,5.0,4.0,76.0,4.0,4,7.0,1,6.0,1.0,2,44.0,
2.0,35.0,3.0,3.0,2.0,2.0,2.67,3.0,4.0,3.0,4.0,72.0,2.0,4,5.0,1,2.0,2.0,5,46.0,0.0
2.0,20.0,1.0,1.0,3.0,2.0,5.0,,5.0,5.0,5.0,76.0,4.0,4,6.0,2,2.0,6.0,2,50.0,0.0
,30.0,3.0,4.0,2.0,2.0,4.0,5.0,2.0,5.0,4.0,80.0,5.0,4,8.0,2,4.0,2.0,2,31.0,
,30.0,1.0,1.0,1.0,2.0,,5.0,5.0,5.0,5.0,96.0,4.0,4,7.0,2,1.0,1.0,2,60.0,
4.0,40.0,4.0,5.0,5.0,1.0,4.0,,5.0,4.0,3.0,64.0,6.0,4,7.0,1,6.0,1.0,2,40.0,1.0
2.0,40.0,1.0,1.0,1.0,2.0,5.0,5.0,5.0,5.0,5.0,100.0,4.0,4,7.0,2,3.0,1.0,3,39.0,0.0
2.0,37.0,5.0,5.0,3.0,1.0,,4.0,5.0,5.0,5.0,80.0,4.0,4,7.0,2,4.0,1.0,2,53.0,0.0
,40.0,4.0,4.0,3.0,2.0,,5.0,5.0,5.0,4.0,64.0,4.0,4,6.0,2,4.0,1.0,1,36.0,
,45.0,5.0,5.0,3.0,2.0,3.67,,5.0,3.0,4.0,52.0,4.0,4,6.0,2,4.0,1.0,2,57.0,
3.0,40.0,2.0,2.0,3.0,2.0,,3.0,5.0,1.0,5.0,72.0,4.0,4,7.0,2,2.0,1.0,2,54.0,1.0
2.0,37.0,3.0,3.0,1.0,2.0,4.0,,5.0,4.0,4.0,60.0,4.0,4,9.0,2,6.0,1.0,2,41.0,0.0
,45.0,4.0,4.0,5.0,2.0,2.33,4.0,4.0,4.0,4.0,60.0,5.0,4,7.0,2,3.0,1.0,2,42.0,
,35.0,1.0,5.0,2.0,2.0,4.67,,4.0,3.0,5.0,64.0,5.0,4,7.0,2,4.0,1.0,2,59.0,
,30.0,3.0,4.0,3.0,2.0,,5.0,4.0,5.0,4.0,64.0,4.0,4,7.0,1,4.0,6.0,2,61.0,
2.0,45.0,4.0,3.0,3.0,2.0,5.0,,4.0,4.0,4.0,80.0,6.0,4,9.0,1,3.0,1.0,2,68.0,0.0
2.0,48.0,3.0,3.0,2.0,1.0,,5.0,4.0,5.0,5.0,80.0,8.0,4,9.0,2,4.0,1.0,2,56.0,0.0
,38.0,3.0,4.0,4.0,1.0,3.33,4.0,3.0,3.0,4.0,56.0,4.0,4,5.0,1,1.0,1.0,5,34.0,
,38.0,2.0,3.0,1.0,2.0,3.0,5.0,5.0,4.0,5.0,56.0,3.0,4,7.0,2,4.0,1.0,1,59.0,
,50.0,4.0,4.0,3.0,2.0,2.67,,4.0,4.0,5.0,36.0,8.0,4,9.0,1,1.0,1.0,2,53.0,
,38.0,3.0,3.0,4.0,1.0,,4.0,4.0,5.0,4.0,80.0,4.0,4,7.0,2,4.0,1.0,2,58.0,
,17.0,4.0,3.0,3.0,2.0,4.33,,5.0,2.0,5.0,64.0,5.0,4,8.0,2,6.0,1.0,2,38.0,
2.0,50.0,4.0,5.0,3.0,2.0,3.0,,3.0,3.0,3.0,68.0,8.0,4,9.0,1,6.0,1.0,2,56.0,0.0
3.0,40.0,5.0,5.0,3.0,1.0,4.67,5.0,5.0,3.0,2.0,80.0,8.0,4,9.0,1,2.0,2.0,2,47.0,1.0
,50.0,3.0,2.0,3.0,2.0,3.0,,5.0,4.0,4.0,44.0,4.0,4,7.0,1,6.0,1.0,1,38.0,
2.0,34.0,1.0,1.0,1.0,2.0,5.0,5.0,5.0,5.0,4.0,92.0,3.0,4,6.0,1,1.0,1.0,2,42.0,0.0
,40.0,2.0,2.0,4.0,2.0,4.0,,4.0,4.0,4.0,64.0,5.0,4,7.0,2,6.0,6.0,2,44.0,
,43.0,4.0,3.0,3.0,2.0,,5.0,5.0,5.0,4.0,36.0,8.0,4,8.0,2,6.0,1.0,2,28.0,
,37.0,2.0,2.0,1.0,2.0,,1.0,3.0,5.0,5.0,100.0,4.0,4,6.0,2,1.0,1.0,2,63.0,
,30.0,3.0,3.0,3.0,2.0,3.67,5.0,5.0,5.0,5.0,88.0,4.0,4,6.0,2,4.0,1.0,2,53.0,
,40.0,4.0,4.0,3.0,2.0,4.0,2.0,3.0,3.0,4.0,72.0,2.0,4,5.0,1,4.0,1.0,3,49.0,
2.0,30.0,5.0,5.0,4.0,2.0,,5.0,5.0,5.0,5.0,80.0,4.0,4,8.0,2,2.0,1.0,2,32.0,0.0
4.0,40.0,3.0,2.0,2.0,2.0,5.0,,5.0,5.0,5.0,92.0,3.0,4,5.0,2,2.0,2.0,2,19.0,1.0
,40.0,2.0,2.0,2.0,2.0,,5.0,5.0,5.0,5.0,44.0,8.0,4,9.0,1,6.0,2.0,2,58.0,
4.0,46.0,4.0,4.0,5.0,1.0,2.33,4.0,5.0,5.0,5.0,72.0,4.0,4,8.0,2,4.0,1.0,2,32.0,1.0
4.0,30.0,4.0,4.0,1.0,1.0,5.0,,,5.0,4.0,60.0,1.0,4,7.0,2,1.0,,1,30.0,1.0
2.0,40.0,2.0,3.0,4.0,1.0,5.0,4.0,4.0,5.0,4.0,40.0,6.0,4,9.0,2,6.0,1.0,2,54.0,0.0
,45.0,4.0,3.0,4.0,2.0,,5.0,5.0,2.0,5.0,52.0,4.0,4,6.0,2,6.0,1.0,2,57.0,
,14.0,1.0,2.0,2.0,2.0,2.67,3.0,3.0,2.0,5.0,56.0,4.0,4,8.0,1,1.0,1.0,2,32.0,
,30.0,2.0,2.0,3.0,2.0,4.33,,5.0,2.0,4.0,56.0,6.0,4,6.0,2,1.0,2.0,2,41.0,
2.0,40.0,4.0,4.0,4.0,1.0,4.33,5.0,4.0,5.0,5.0,88.0,4.0,4,7.0,2,4.0,1.0,2,59.0,0.0
2.0,35.0,2.0,1.0,1.0,2.0,,1.0,3.0,4.0,4.0,72.0,4.0,4,3.0,2,1.0,2.0,9,61.0,0.0
2.0,45.0,4.0,4.0,3.0,2.0,3.0,,4.0,4.0,4.0,44.0,6.0,4,9.0,2,6.0,1.0,2,42.0,0.0
,35.0,4.0,4.0,4.0,2.0,3.33,3.0,4.0,3.0,4.0,76.0,8.0,4,9.0,2,6.0,1.0,2,61.0,
4.0,18.0,5.0,5.0,4.0,1.0,1.0,,4.0,2.0,5.0,32.0,4.0,4,5.0,2,1.0,1.0,5,21.0,1.0
,10.0,1.0,1.0,1.0,2.0,,3.0,2.0,1.0,4.0,20.0,4.0,4,6.0,1,1.0,2.0,5,24.0,
,40.0,3.0,3.0,3.0,2.0,2.0,,4.0,5.0,5.0,64.0,4.0,4,8.0,2,4.0,2.0,2,37.0,
3.0,23.0,2.0,2.0,3.0,2.0,3.33,4.0,4.0,4.0,4.0,72.0,4.0,4,7.0,1,6.0,1.0,2,62.0,1.0
2.0,50.0,4.0,5.0,4.0,1.0,,4.0,5.0,2.0,4.0,72.0,5.0,4,8.0,1,3.0,1.0,2,40.0,0.0
4.0,40.0,3.0,3.0,3.0,1.0,4.33,3.0,4.0,4.0,4.0,52.0,4.0,4,7.0,1,5.0,1.0,2,38.0,1.0
,21.0,3.0,3.0,2.0,2.0,,5.0,4.0,3.0,5.0,80.0,5.0,4,7.0,1,6.0,1.0,2,46.0,
2.0,30.0,2.0,4.0,1.0,2.0,2.0,,5.0,5.0,5.0,96.0,5.0,4,7.0,2,2.0,1.0,2,45.0,0.0
3.0,50.0,5.0,4.0,2.0,2.0,3.0,,5.0,5.0,4.0,36.0,6.0,4,8.0,1,4.0,1.0,2,52.0,1.0
3.0,40.0,1.0,2.0,5.0,2.0,5.0,,5.0,1.0,4.0,96.0,4.0,4,5.0,1,6.0,2.0,2,53.0,1.0
,14.0,1.0,1.0,3.0,2.0,,4.0,5.0,4.0,4.0,80.0,4.0,4,8.0,2,1.0,1.0,2,24.0,
,45.0,4.0,3.0,4.0,1.0,3.33,,4.0,4.0,4.0,72.0,5.0,4,7.0,2,4.0,1.0,2,49.0,
,42.0,3.0,3.0,3.0,1.0,,4.0,5.0,4.0,5.0,64.0,8.0,4,9.0,2,6.0,6.0,2,56.0,
2.0,25.0,1.0,2.0,3.0,2.0,3.67,5.0,2.0,5.0,3.0,56.0,4.0,4,9.0,2,2.0,6.0,2,28.0,0.0
,35.0,3.0,3.0,3.0,2.0,4.33,5.0,5.0,5.0,5.0,76.0,5.0,4,7.0,1,6.0,1.0,2,55.0,
,35.0,4.0,4.0,2.0,2.0,,5.0,5.0,2.0,4.0,64.0,3.0,4,4.0,2,1.0,2.0,2,54.0,
2.0,45.0,4.0,4.0,2.0,1.0,3.33,4.0,4.0,4.0,4.0,56.0,7.0,4,9.0,1,4.0,1.0,2,54.0,0.0
3.0,70.0,5.0,4.0,5.0,1.0,2.0,,4.0,4.0,2.0,44.0,5.0,4,7.0,2,6.0,1.0,2,55.0,1.0
,40.0,3.0,3.0,2.0,2.0,3.0,,,5.0,5.0,64.0,1.0,4,6.0,2,1.0,,3,51.0,
4.0,50.0,5.0,5.0,5.0,2.0,3.33,5.0,5.0,5.0,4.0,68.0,6.0,4,8.0,2,4.0,1.0,2,43.0,1.0
,40.0,4.0,3.0,3.0,1.0,5.0,,5.0,5.0,5.0,80.0,4.0,4,7.0,2,4.0,1.0,2,44.0,
,35.0,3.0,2.0,2.0,2.0,3.33,,4.0,4.0,4.0,60.0,6.0,4,6.0,2,4.0,1.0,2,35.0,
4.0,40.0,2.0,3.0,3.0,2.0,2.67,,,4.0,4.0,64.0,1.0,4,7.0,1,1.0,,1,54.0,1.0
2.0,12.0,1.0,1.0,1.0,2.0,3.67,,5.0,5.0,5.0,76.0,2.0,4,7.0,2,4.0,1.0,2,25.0,0.0
2.0,30.0,4.0,4.0,3.0,2.0,4.67,,5.0,5.0,5.0,68.0,4.0,4,7.0,2,4.0,6.0,2,26.0,0.0
3.0,30.0,5.0,4.0,5.0,1.0,4.0,,4.0,5.0,5.0,84.0,6.0,4,8.0,2,6.0,2.0,2,34.0,1.0
,35.0,4.0,4.0,4.0,2.0,3.0,2.0,3.0,1.0,4.0,48.0,5.0,4,7.0,1,4.0,6.0,4,52.0,
3.0,45.0,5.0,5.0,5.0,1.0,2.33,2.0,2.0,1.0,4.0,40.0,4.0,4,8.0,2,3.0,1.0,2,46.0,1.0
2.0,25.0,4.0,2.0,3.0,2.0,2.67,,5.0,5.0,5.0,48.0,3.0,4,8.0,1,4.0,1.0,2,29.0,0.0
,10.0,2.0,2.0,4.0,2.0,,4.0,4.0,4.0,5.0,84.0,4.0,4,8.0,1,1.0,2.0,2,23.0,
2.0,25.0,4.0,1.0,1.0,2.0,3.33,5.0,5.0,5.0,4.0,72.0,4.0,4,6.0,1,1.0,1.0,2,41.0,0.0
,37.0,5.0,2.0,3.0,1.0,,4.0,5.0,3.0,4.0,44.0,4.0,4,5.0,2,2.0,1.0,2,38.0,
2.0,45.0,4.0,3.0,1.0,2.0,,4.0,5.0,3.0,2.0,68.0,5.0,4,6.0,2,4.0,2.0,2,33.0,0.0
,30.0,2.0,2.0,3.0,2.0,,4.0,5.0,4.0,5.0,68.0,4.0,4,6.0,2,4.0,3.0,2,55.0,
,40.0,3.0,4.0,2.0,2.0,,5.0,5.0,4.0,5.0,44.0,4.0,4,8.0,2,6.0,1.0,3,44.0,
2.0,25.0,3.0,3.0,3.0,1.0,,4.0,5.0,5.0,5.0,84.0,5.0,4,7.0,2,4.0,2.0,2,38.0,0.0
,37.0,3.0,3.0,3.0,2.0,5.0,5.0,5.0,4.0,5.0,76.0,5.0,4,7.0,1,2.0,1.0,2,54.0,
2.0,30.0,3.0,4.0,3.0,2.0,3.0,,5.0,2.0,4.0,84.0,5.0,4,7.0,1,6.0,1.0,2,49.0,0.0
,50.0,4.0,4.0,4.0,1.0,3.33,4.0,5.0,3.0,5.0,76.0,5.0,4,7.0,2,4.0,1.0,2,52.0,
2.0,36.0,3.0,2.0,1.0,2.0,4.0,,5.0,5.0,5.0,68.0,6.0,4,8.0,1,1.0,2.0,2,31.0,0.0
,13.0,2.0,3.0,2.0,2.0,3.0,5.0,5.0,5.0,5.0,64.0,6.0,4,8.0,2,4.0,1.0,2,41.0,
,36.0,2.0,3.0,1.0,2.0,,5.0,5.0,5.0,5.0,100.0,4.0,4,2.0,2,1.0,1.0,5,65.0,
2.0,42.0,1.0,1.0,3.0,1.0,3.67,,4.0,3.0,5.0,88.0,5.0,4,8.0,2,4.0,1.0,2,61.0,0.0
,38.0,3.0,3.0,4.0,1.0,4.67,,5.0,5.0,5.0,100.0,6.0,4,6.0,1,3.0,1.0,2,46.0,
2.0,37.0,3.0,3.0,2.0,2.0,3.67,5.0,5.0,5.0,5.0,64.0,6.0,4,5.0,2,6.0,1.0,4,53.0,0.0
2.0,19.0,4.0,1.0,1.0,2.0,,5.0,5.0,5.0,4.0,84.0,2.0,4,7.0,2,1.0,1.0,2,26.0,0.0
3.0,50.0,5.0,5.0,5.0,1.0,3.0,,5.0,4.0,4.0,68.0,4.0,4,8.0,2,4.0,2.0,2,24.0,1.0
3.0,50.0,4.0,4.0,4.0,2.0,,4.0,5.0,4.0,3.0,60.0,5.0,4,8.0,2,6.0,2.0,2,30.0,1.0
,30.0,3.0,4.0,3.0,2.0,4.67,4.0,5.0,5.0,5.0,76.0,4.0,4,6.0,2,4.0,1.0,2,54.0,
2.0,39.0,3.0,3.0,3.0,2.0,4.33,,3.0,4.0,5.0,72.0,4.0,4,5.0,2,4.0,6.0,2,44.0,0.0
3.0,22.0,5.0,5.0,3.0,1.0,2.67,3.0,5.0,1.0,4.0,72.0,4.0,4,3.0,2,1.0,1.0,5,59.0,1.0
2.0,39.0,4.0,5.0,3.0,2.0,3.33,,5.0,2.0,4.0,76.0,2.0,4,7.0,2,2.0,1.0,2,47.0,0.0
,40.0,3.0,4.0,3.0,2.0,3.33,5.0,5.0,4.0,4.0,72.0,5.0,4,8.0,1,2.0,1.0,2,46.0,
2.0,40.0,3.0,2.0,1.0,2.0,4.0,5.0,5.0,5.0,5.0,84.0,3.0,4,9.0,2,6.0,2.0,2,27.0,0.0
2.0,20.0,3.0,3.0,3.0,2.0,5.0,,5.0,5.0,5.0,72.0,5.0,4,6.0,2,4.0,2.0,2,45.0,0.0
3.0,45.0,4.0,4.0,4.0,1.0,,5.0,5.0,5.0,4.0,28.0,4.0,4,6.0,2,4.0,1.0,2,53.0,1.0
,40.0,4.0,4.0,4.0,2.0,3.0,,4.0,4.0,4.0,60.0,4.0,4,6.0,2,6.0,1.0,2,55.0,
,35.0,3.0,2.0,3.0,2.0,3.0,,4.0,2.0,4.0,52.0,6.0,4,6.0,2,4.0,5.0,2,57.0,
,25.0,4.0,2.0,3.0,1.0,,4.0,4.0,3.0,5.0,80.0,4.0,4,8.0,1,6.0,1.0,2,31.0,
2.0,40.0,1.0,4.0,2.0,2.0,5.0,,5.0,4.0,5.0,80.0,4.0,4,7.0,1,6.0,1.0,2,57.0,0.0
,35.0,2.0,4.0,4.0,2.0,,5.0,5.0,5.0,4.0,80.0,4.0,4,7.0,2,4.0,1.0,1,58.0,
2.0,40.0,3.0,4.0,3.0,1.0,2.67,4.0,4.0,4.0,4.0,84.0,4.0,4,8.0,1,4.0,6.0,2,34.0,0.0
4.0,7.0,5.0,5.0,1.0,1.0,,5.0,5.0,5.0,5.0,92.0,3.0,4,8.0,2,4.0,2.0,2,27.0,1.0
2.0,40.0,4.0,4.0,2.0,2.0,,5.0,5.0,4.0,4.0,80.0,2.0,4,7.0,2,4.0,1.0,2,45.0,0.0
,35.0,4.0,3.0,1.0,2.0,,5.0,5.0,5.0,5.0,76.0,4.0,4,8.0,2,4.0,1.0,2,59.0,
2.0,27.0,4.0,5.0,2.0,2.0,4.0,4.0,5.0,1.0,4.0,72.0,4.0,4,6.0,2,1.0,1.0,2,55.0,0.0
2.0,40.0,5.0,5.0,4.0,2.0,,3.0,4.0,1.0,5.0,60.0,8.0,4,4.0,1,4.0,1.0,2,58.0,0.0
2.0,32.0,5.0,4.0,3.0,2.0,,,5.0,5.0,5.0,72.0,6.0,4,9.0,2,4.0,1.0,1,49.0,0.0
4.0,37.0,3.0,4.0,3.0,2.0,4.33,4.0,4.0,5.0,4.0,60.0,8.0,4,9.0,2,3.0,3.0,2,36.0,1.0
2.0,3.0,4.0,4.0,1.0,1.0,5.0,,,5.0,5.0,60.0,1.0,4,7.0,2,1.0,5.0,2,24.0,0.0
3.0,40.0,4.0,5.0,3.0,2.0,4.0,,5.0,5.0,4.0,64.0,4.0,4,7.0,2,2.0,1.0,2,33.0,1.0
,35.0,2.0,3.0,3.0,1.0,,4.0,3.0,4.0,4.0,28.0,4.0,4,9.0,2,5.0,1.0,2,50.0,
2.0,15.0,2.0,2.0,2.0,2.0,4.0,,5.0,4.0,5.0,76.0,5.0,4,8.0,1,4.0,2.0,2,24.0,0.0
4.0,50.0,4.0,4.0,3.0,1.0,3.67,,3.0,4.0,2.0,48.0,6.0,4,9.0,1,6.0,1.0,2,60.0,1.0
,40.0,3.0,4.0,2.0,2.0,3.67,,4.0,1.0,4.0,32.0,5.0,4,7.0,1,6.0,1.0,2,58.0,
,30.0,3.0,3.0,3.0,2.0,4.33,5.0,5.0,5.0,5.0,52.0,4.0,4,7.0,2,6.0,1.0,2,48.0,
2.0,25.0,3.0,5.0,1.0,2.0,3.0,,5.0,5.0,5.0,52.0,4.0,4,5.0,2,1.0,1.0,5,42.0,0.0
1.0,44.0,4.0,4.0,2.0,2.0,4.33,,4.0,4.0,4.0,68.0,4.0,4,7.0,1,4.0,1.0,1,58.0,1.0
2.0,38.0,3.0,2.0,3.0,2.0,3.0,,4.0,3.0,3.0,80.0,6.0,4,7.0,2,6.0,1.0,2,50.0,0.0
2.0,37.0,3.0,3.0,1.0,2.0,5.0,5.0,5.0,5.0,5.0,84.0,4.0,4,7.0,2,4.0,1.0,2,55.0,0.0
2.0,40.0,3.0,2.0,4.0,2.0,2.67,5.0,5.0,5.0,5.0,80.0,6.0,4,7.0,2,6.0,1.0,2,48.0,0.0
2.0,5.0,2.0,4.0,2.0,2.0,2.67,,5.0,5.0,5.0,36.0,4.0,4,5.0,2,4.0,2.0,2,19.0,0.0
,8.0,4.0,2.0,4.0,2.0,3.0,,,4.0,5.0,92.0,3.0,4,6.0,2,1.0,,2,42.0,
,20.0,1.0,1.0,2.0,2.0,,,,5.0,4.0,68.0,3.0,4,7.0,2,1.0,,2,45.0,
2.0,40.0,3.0,3.0,3.0,1.0,3.0,,,4.0,4.0,72.0,2.0,4,7.0,2,1.0,,2,44.0,0.0
,30.0,1.0,1.0,1.0,2.0,5.0,,5.0,5.0,5.0,92.0,4.0,4,6.0,2,4.0,1.0,2,60.0,
2.0,25.0,5.0,4.0,4.0,1.0,2.0,,5.0,4.0,5.0,80.0,5.0,4,7.0,2,5.0,1.0,2,56.0,0.0
2.0,37.0,3.0,3.0,3.0,2.0,5.0,3.0,3.0,3.0,4.0,56.0,7.0,4,7.0,2,6.0,1.0,2,28.0,0.0
3.0,38.0,3.0,3.0,4.0,1.0,2.67,5.0,5.0,4.0,4.0,72.0,5.0,4,8.0,1,4.0,2.0,2,60.0,1.0
4.0,30.0,2.0,2.0,2.0,2.0,,5.0,4.0,4.0,4.0,84.0,4.0,4,7.0,2,1.0,1.0,2,59.0,1.0
3.0,45.0,2.0,4.0,3.0,1.0,,4.0,4.0,1.0,5.0,4.0,4.0,4,6.0,2,6.0,1.0,2,55.0,1.0
2.0,42.0,2.0,1.0,2.0,2.0,5.0,,5.0,5.0,4.0,80.0,4.0,4,5.0,2,1.0,1.0,9,51.0,0.0
3.0,50.0,5.0,5.0,1.0,1.0,4.33,,5.0,1.0,3.0,68.0,8.0,4,9.0,1,6.0,2.0,2,33.0,1.0
,35.0,4.0,4.0,2.0,2.0,2.67,,5.0,2.0,4.0,28.0,6.0,4,8.0,2,4.0,2.0,2,26.0,
,35.0,3.0,3.0,3.0,2.0,,5.0,5.0,5.0,4.0,80.0,4.0,4,7.0,1,4.0,1.0,2,60.0,
,13.0,3.0,1.0,2.0,2.0,3.33,,5.0,5.0,5.0,84.0,4.0,4,8.0,2,1.0,,5,25.0,
3.0,30.0,4.0,4.0,3.0,2.0,4.0,4.0,5.0,4.0,5.0,56.0,6.0,4,6.0,2,2.0,1.0,2,38.0,1.0
,40.0,3.0,3.0,2.0,2.0,,5.0,5.0,5.0,5.0,100.0,3.0,4,6.0,2,3.0,1.0,2,59.0,
3.0,40.0,3.0,3.0,3.0,2.0,3.0,,5.0,5.0,5.0,24.0,5.0,4,8.0,2,4.0,1.0,2,36.0,1.0
2.0,40.0,3.0,3.0,3.0,2.0,4.0,,5.0,4.0,4.0,68.0,6.0,4,8.0,1,4.0,2.0,2,31.0,0.0
,40.0,4.0,2.0,1.0,2.0,5.0,,5.0,5.0,5.0,84.0,4.0,4,7.0,1,6.0,2.0,4,28.0,
,20.0,3.0,3.0,4.0,2.0,1.67,,2.0,2.0,4.0,56.0,3.0,4,7.0,1,4.0,1.0,2,63.0,
,35.0,2.0,2.0,3.0,2.0,5.0,5.0,5.0,5.0,5.0,80.0,4.0,4,8.0,1,6.0,1.0,2,40.0,
,40.0,3.0,3.0,3.0,1.0,4.0,2.0,2.0,3.0,5.0,40.0,5.0,4,8.0,2,4.0,1.0,2,37.0,
2.0,35.0,5.0,5.0,2.0,1.0,,5.0,5.0,4.0,5.0,84.0,8.0,4,5.0,2,6.0,1.0,4,55.0,0.0
2.0,35.0,2.0,2.0,2.0,2.0,4.33,,5.0,5.0,5.0,88.0,4.0,4,5.0,1,1.0,1.0,2,41.0,0.0
,20.0,3.0,2.0,1.0,2.0,5.0,,5.0,5.0,5.0,100.0,4.0,4,8.0,2,2.0,2.0,2,32.0,
2.0,35.0,3.0,3.0,2.0,1.0,5.0,,,5.0,3.0,84.0,3.0,4,8.0,2,1.0,,2,35.0,0.0
2.0,30.0,2.0,2.0,3.0,2.0,3.33,4.0,5.0,1.0,5.0,100.0,5.0,4,7.0,1,4.0,1.0,2,46.0,0.0
,40.0,3.0,3.0,4.0,2.0,3.0,5.0,5.0,2.0,4.0,84.0,4.0,4,7.0,2,4.0,1.0,2,37.0,
1.0,50.0,3.0,4.0,4.0,1.0,4.33,5.0,4.0,4.0,5.0,92.0,4.0,4,6.0,2,6.0,1.0,2,51.0,1.0
2.0,33.0,4.0,4.0,1.0,2.0,,4.0,4.0,5.0,5.0,72.0,5.0,4,7.0,2,6.0,1.0,2,54.0,0.0
,45.0,3.0,4.0,3.0,2.0,,4.0,4.0,3.0,5.0,96.0,4.0,4,8.0,2,6.0,1.0,2,41.0,
4.0,40.0,4.0,1.0,2.0,2.0,,5.0,5.0,4.0,5.0,68.0,4.0,4,5.0,2,1.0,2.0,5,45.0,1.0
4.0,20.0,3.0,3.0,2.0,2.0,3.33,5.0,5.0,5.0,4.0,80.0,4.0,4,7.0,2,4.0,2.0,2,39.0,1.0
4.0,40.0,5.0,3.0,4.0,2.0,4.0,,4.0,4.0,4.0,52.0,2.0,6,5.0,2,1.0,1.0,2,49.0,1.0
2.0,39.0,4.0,1.0,2.0,2.0,,5.0,5.0,5.0,5.0,92.0,4.0,6,7.0,1,2.0,1.0,2,29.0,0.0
,20.0,4.0,4.0,4.0,2.0,,,,4.0,3.0,36.0,4.0,6,7.0,1,1.0,,2,27.0,
4.0,40.0,1.0,3.0,1.0,2.0,3.67,,5.0,5.0,5.0,88.0,4.0,6,6.0,1,2.0,1.0,3,45.0,1.0
,45.0,4.0,5.0,4.0,1.0,,4.0,4.0,3.0,4.0,52.0,7.0,6,8.0,2,2.0,1.0,2,40.0,
2.0,35.0,4.0,4.0,1.0,2.0,2.33,,5.0,5.0,4.0,72.0,3.0,6,7.0,2,2.0,2.0,2,22.0,0.0
,35.0,3.0,3.0,3.0,2.0,,5.0,5.0,4.0,5.0,44.0,8.0,6,6.0,2,6.0,1.0,3,52.0,
,35.0,4.0,3.0,4.0,2.0,2.33,4.0,2.0,1.0,3.0,36.0,4.0,6,6.0,2,4.0,2.0,2,57.0,
2.0,60.0,1.0,4.0,2.0,2.0,4.0,,,4.0,5.0,84.0,4.0,6,8.0,2,1.0,,2,30.0,0.0
,72.0,1.0,3.0,1.0,1.0,,1.0,3.0,2.0,4.0,60.0,4.0,6,6.0,2,2.0,1.0,2,30.0,
,36.0,3.0,1.0,3.0,2.0,1.67,5.0,5.0,5.0,5.0,84.0,8.0,6,4.0,2,1.0,1.0,3,61.0,
,40.0,3.0,5.0,1.0,2.0,3.67,,4.0,5.0,4.0,56.0,8.0,6,5.0,2,6.0,6.0,3,39.0,
,35.0,5.0,4.0,5.0,1.0,4.33,,5.0,4.0,5.0,72.0,4.0,6,6.0,2,5.0,6.0,2,56.0,
3.0,50.0,4.0,5.0,3.0,1.0,3.33,5.0,5.0,3.0,4.0,60.0,8.0,6,9.0,2,2.0,6.0,2,56.0,1.0
1.0,38.0,3.0,2.0,5.0,2.0,4.67,4.0,4.0,2.0,5.0,52.0,5.0,6,8.0,2,4.0,1.0,2,32.0,1.0
4.0,40.0,2.0,5.0,1.0,2.0,4.33,,,4.0,5.0,64.0,1.0,6,7.0,2,1.0,,3,32.0,1.0
4.0,20.0,4.0,4.0,3.0,2.0,5.0,,,5.0,5.0,68.0,2.0,6,7.0,2,1.0,,4,56.0,1.0
,30.0,4.0,4.0,3.0,1.0,3.33,,,5.0,4.0,56.0,3.0,6,8.0,2,1.0,,1,35.0,
,40.0,5.0,4.0,3.0,2.0,,5.0,5.0,5.0,4.0,68.0,4.0,6,5.0,2,2.0,2.0,3,45.0,
2.0,50.0,4.0,2.0,3.0,2.0,3.33,,5.0,2.0,5.0,60.0,4.0,6,9.0,1,2.0,2.0,2,33.0,0.0
,40.0,3.0,5.0,1.0,2.0,,5.0,5.0,5.0,5.0,68.0,2.0,6,7.0,1,2.0,1.0,2,50.0,
,48.0,2.0,1.0,1.0,1.0,3.0,,,5.0,3.0,96.0,2.0,6,6.0,1,1.0,,3,28.0,
,45.0,3.0,3.0,1.0,2.0,2.67,5.0,5.0,5.0,3.0,76.0,4.0,6,7.0,1,1.0,1.0,2,29.0,
2.0,42.0,3.0,1.0,1.0,2.0,3.0,4.0,5.0,4.0,4.0,72.0,2.0,6,7.0,2,2.0,1.0,3,31.0,0.0
,30.0,3.0,3.0,1.0,2.0,5.0,4.0,5.0,5.0,5.0,88.0,8.0,6,6.0,2,2.0,1.0,2,60.0,
4.0,35.0,1.0,1.0,1.0,2.0,5.0,5.0,5.0,2.0,4.0,68.0,8.0,6,3.0,2,1.0,1.0,5,50.0,1.0
4.0,40.0,4.0,3.0,1.0,2.0,2.0,,5.0,5.0,3.0,64.0,4.0,6,5.0,2,4.0,1.0,4,37.0,1.0
,40.0,3.0,4.0,3.0,2.0,,4.0,4.0,3.0,3.0,72.0,4.0,6,9.0,2,2.0,1.0,2,33.0,
,40.0,1.0,1.0,2.0,1.0,5.0,,,5.0,5.0,80.0,2.0,6,6.0,1,1.0,,2,40.0,
,30.0,1.0,5.0,2.0,2.0,,,,5.0,5.0,100.0,3.0,6,9.0,2,1.0,,2,37.0,
,40.0,5.0,4.0,1.0,2.0,,5.0,5.0,5.0,5.0,68.0,3.0,6,4.0,2,1.0,2.0,5,27.0,
,20.0,5.0,5.0,2.0,2.0,3.33,,5.0,5.0,4.0,100.0,3.0,6,5.0,1,2.0,2.0,3,27.0,
